parent,name,parsedAPIReferenceUrl,jsReferenceUrl,doc
LogClient,get,https://docs.apify.com/api/v2#/reference/logs/log/get-log,https://docs.apify.com/api/client/js/reference/class/LogClient#get,https://docs.apify.com/api/v2#/reference/logs/log/get-log
LogClient,stream,https://docs.apify.com/api/v2#/reference/logs/log/get-log,https://docs.apify.com/api/client/js/reference/class/LogClient#stream,"Gets the log in a Readable stream format. Only works in Node.js.
https://docs.apify.com/api/v2#/reference/logs/log/get-log"
RequestQueueClient,addRequest,https://docs.apify.com/api/v2#/reference/request-queues/request-collection/add-request,https://docs.apify.com/api/client/js/reference/class/RequestQueueClient#addRequest,https://docs.apify.com/api/v2#/reference/request-queues/request-collection/add-request
RequestQueueClient,batchAddRequests,https://docs.apify.com/api/v2#/reference/request-queues/batch-request-operations/add-requests,https://docs.apify.com/api/client/js/reference/class/RequestQueueClient#batchAddRequests,https://docs.apify.com/api/v2#/reference/request-queues/batch-request-operations/add-requests
RequestQueueClient,batchDeleteRequests,https://docs.apify.com/api/v2#/reference/request-queues/batch-request-operations/delete-requests,https://docs.apify.com/api/client/js/reference/class/RequestQueueClient#batchDeleteRequests,https://docs.apify.com/api/v2#/reference/request-queues/batch-request-operations/delete-requests
RequestQueueClient,delete,https://docs.apify.com/api/v2#/reference/request-queues/queue/delete-request-queue,https://docs.apify.com/api/client/js/reference/class/RequestQueueClient#delete,https://docs.apify.com/api/v2#/reference/request-queues/queue/delete-request-queue
RequestQueueClient,deleteRequest,,https://docs.apify.com/api/client/js/reference/class/RequestQueueClient#deleteRequest,
RequestQueueClient,deleteRequestLock,https://docs.apify.com/api/v2#/reference/request-queues/request-lock/delete-request-lock,https://docs.apify.com/api/client/js/reference/class/RequestQueueClient#deleteRequestLock,https://docs.apify.com/api/v2#/reference/request-queues/request-lock/delete-request-lock
RequestQueueClient,get,https://docs.apify.com/api/v2#/reference/request-queues/queue/get-request-queue,https://docs.apify.com/api/client/js/reference/class/RequestQueueClient#get,https://docs.apify.com/api/v2#/reference/request-queues/queue/get-request-queue
RequestQueueClient,getRequest,https://docs.apify.com/api/v2#/reference/request-queues/request/get-request,https://docs.apify.com/api/client/js/reference/class/RequestQueueClient#getRequest,https://docs.apify.com/api/v2#/reference/request-queues/request/get-request
RequestQueueClient,listAndLockHead,https://docs.apify.com/api/v2#/reference/request-queues/queue-head-with-locks/get-head-and-lock,https://docs.apify.com/api/client/js/reference/class/RequestQueueClient#listAndLockHead,https://docs.apify.com/api/v2#/reference/request-queues/queue-head-with-locks/get-head-and-lock
RequestQueueClient,listHead,https://docs.apify.com/api/v2#/reference/request-queues/queue-head/get-head,https://docs.apify.com/api/client/js/reference/class/RequestQueueClient#listHead,https://docs.apify.com/api/v2#/reference/request-queues/queue-head/get-head
RequestQueueClient,listRequests,https://docs.apify.com/api/v2#/reference/request-queues/request-collection/list-requests,https://docs.apify.com/api/client/js/reference/class/RequestQueueClient#listRequests,https://docs.apify.com/api/v2#/reference/request-queues/request-collection/list-requests
RequestQueueClient,paginateRequests,https://docs.apify.com/api/v2#/reference/request-queues/request-collection/list-requests,https://docs.apify.com/api/client/js/reference/class/RequestQueueClient#paginateRequests,"https://docs.apify.com/api/v2#/reference/request-queues/request-collection/list-requests

Usage:
for await (const { items } of client.paginateRequests({ limit: 10 })) {
  items.forEach((request) => console.log(request));
}"
RequestQueueClient,prolongRequestLock,https://docs.apify.com/api/v2#/reference/request-queues/request-lock/prolong-request-lock,https://docs.apify.com/api/client/js/reference/class/RequestQueueClient#prolongRequestLock,https://docs.apify.com/api/v2#/reference/request-queues/request-lock/prolong-request-lock
RequestQueueClient,update,https://docs.apify.com/api/v2#/reference/request-queues/queue/update-request-queue,https://docs.apify.com/api/client/js/reference/class/RequestQueueClient#update,https://docs.apify.com/api/v2#/reference/request-queues/queue/update-request-queue
RequestQueueClient,updateRequest,https://docs.apify.com/api/v2#/reference/request-queues/request/update-request,https://docs.apify.com/api/client/js/reference/class/RequestQueueClient#updateRequest,https://docs.apify.com/api/v2#/reference/request-queues/request/update-request
RequestQueueCollectionClient,getOrCreate,https://docs.apify.com/api/v2#/reference/request-queues/queue-collection/create-request-queue,https://docs.apify.com/api/client/js/reference/class/RequestQueueCollectionClient#getOrCreate,https://docs.apify.com/api/v2#/reference/request-queues/queue-collection/create-request-queue
RequestQueueCollectionClient,list,https://docs.apify.com/api/v2#/reference/request-queues/queue-collection/get-list-of-request-queues,https://docs.apify.com/api/client/js/reference/class/RequestQueueCollectionClient#list,https://docs.apify.com/api/v2#/reference/request-queues/queue-collection/get-list-of-request-queues
RunClient,abort,https://docs.apify.com/api/v2#/reference/actor-runs/abort-run/abort-run,https://docs.apify.com/api/client/js/reference/class/RunClient#abort,https://docs.apify.com/api/v2#/reference/actor-runs/abort-run/abort-run
RunClient,dataset,https://docs.apify.com/api/v2#/reference/actor-runs/run-object-and-its-storages,https://docs.apify.com/api/client/js/reference/class/RunClient#dataset,"https://docs.apify.com/api/v2#/reference/actor-runs/run-object-and-its-storages

This also works through  `actorClient.lastRun().dataset()` .
https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages"
RunClient,delete,https://docs.apify.com/api/v2#/reference/actor-runs/delete-run/delete-run,https://docs.apify.com/api/client/js/reference/class/RunClient#delete,https://docs.apify.com/api/v2#/reference/actor-runs/delete-run/delete-run
RunClient,get,https://docs.apify.com/api/v2#/reference/actor-runs/run-object/get-run,https://docs.apify.com/api/client/js/reference/class/RunClient#get,https://docs.apify.com/api/v2#/reference/actor-runs/run-object/get-run
RunClient,keyValueStore,https://docs.apify.com/api/v2#/reference/actor-runs/run-object-and-its-storages,https://docs.apify.com/api/client/js/reference/class/RunClient#keyValueStore,"https://docs.apify.com/api/v2#/reference/actor-runs/run-object-and-its-storages

This also works through  `actorClient.lastRun().keyValueStore()` .
https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages"
RunClient,log,https://docs.apify.com/api/v2#/reference/actor-runs/run-object-and-its-storages,https://docs.apify.com/api/client/js/reference/class/RunClient#log,"https://docs.apify.com/api/v2#/reference/actor-runs/run-object-and-its-storages

This also works through  `actorClient.lastRun().log()` .
https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages"
RunClient,metamorph,https://docs.apify.com/api/v2#/reference/actor-runs/metamorph-run/metamorph-run,https://docs.apify.com/api/client/js/reference/class/RunClient#metamorph,https://docs.apify.com/api/v2#/reference/actor-runs/metamorph-run/metamorph-run
RunClient,reboot,https://docs.apify.com/api/v2#/reference/actor-runs/reboot-run/reboot-run,https://docs.apify.com/api/client/js/reference/class/RunClient#reboot,https://docs.apify.com/api/v2#/reference/actor-runs/reboot-run/reboot-run
RunClient,requestQueue,https://docs.apify.com/api/v2#/reference/actor-runs/run-object-and-its-storages,https://docs.apify.com/api/client/js/reference/class/RunClient#requestQueue,"https://docs.apify.com/api/v2#/reference/actor-runs/run-object-and-its-storages

This also works through  `actorClient.lastRun().requestQueue()` .
https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages"
RunClient,resurrect,https://docs.apify.com/api/v2#/reference/actor-runs/resurrect-run/resurrect-run,https://docs.apify.com/api/client/js/reference/class/RunClient#resurrect,https://docs.apify.com/api/v2#/reference/actor-runs/resurrect-run/resurrect-run
RunClient,update,,https://docs.apify.com/api/client/js/reference/class/RunClient#update,
RunClient,waitForFinish,,https://docs.apify.com/api/client/js/reference/class/RunClient#waitForFinish,"Returns a promise that resolves with the finished Run object when the provided actor run finishes
or with the unfinished Run object when the  `waitSecs`  timeout lapses. The promise is NOT rejected
based on run status. You can inspect the  `status`  property of the Run object to find out its status.

The difference between this function and the  `waitForFinish`  parameter of the  `get`  method
is the fact that this function can wait indefinitely. Its use is preferable to the
 `waitForFinish`  parameter alone, which it uses internally.

This is useful when you need to chain actor executions. Similar effect can be achieved
by using webhooks, so be sure to review which technique fits your use-case better."
RunCollectionClient,list,https://docs.apify.com/api/v2#/reference/actors/run-collection/get-list-of-runs,https://docs.apify.com/api/client/js/reference/class/RunCollectionClient#list,https://docs.apify.com/api/v2#/reference/actors/run-collection/get-list-of-runs
ScheduleClient,delete,https://docs.apify.com/api/v2#/reference/schedules/schedule-object/delete-schedule,https://docs.apify.com/api/client/js/reference/class/ScheduleClient#delete,https://docs.apify.com/api/v2#/reference/schedules/schedule-object/delete-schedule
ScheduleClient,get,https://docs.apify.com/api/v2#/reference/schedules/schedule-object/get-schedule,https://docs.apify.com/api/client/js/reference/class/ScheduleClient#get,https://docs.apify.com/api/v2#/reference/schedules/schedule-object/get-schedule
ScheduleClient,getLog,https://docs.apify.com/api/v2#/reference/schedules/schedule-log/get-schedule-log,https://docs.apify.com/api/client/js/reference/class/ScheduleClient#getLog,https://docs.apify.com/api/v2#/reference/schedules/schedule-log/get-schedule-log
ScheduleClient,update,https://docs.apify.com/api/v2#/reference/schedules/schedule-object/update-schedule,https://docs.apify.com/api/client/js/reference/class/ScheduleClient#update,https://docs.apify.com/api/v2#/reference/schedules/schedule-object/update-schedule
ScheduleCollectionClient,create,https://docs.apify.com/api/v2#/reference/schedules/schedules-collection/create-schedule,https://docs.apify.com/api/client/js/reference/class/ScheduleCollectionClient#create,https://docs.apify.com/api/v2#/reference/schedules/schedules-collection/create-schedule
ScheduleCollectionClient,list,https://docs.apify.com/api/v2#/reference/schedules/schedules-collection/get-list-of-schedules,https://docs.apify.com/api/client/js/reference/class/ScheduleCollectionClient#list,https://docs.apify.com/api/v2#/reference/schedules/schedules-collection/get-list-of-schedules
StoreCollectionClient,list,https://docs.apify.com/api/v2/#/reference/store/store-actors-collection/get-list-of-actors-in-store,https://docs.apify.com/api/client/js/reference/class/StoreCollectionClient#list,https://docs.apify.com/api/v2/#/reference/store/store-actors-collection/get-list-of-actors-in-store
TaskClient,call,https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection/run-task,https://docs.apify.com/api/client/js/reference/class/TaskClient#call,"Starts a task and waits for it to finish before returning the Run object.
It waits indefinitely, unless the  `waitSecs`  option is provided.
https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection/run-task"
TaskClient,delete,https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/delete-task,https://docs.apify.com/api/client/js/reference/class/TaskClient#delete,https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/delete-task
TaskClient,get,https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/get-task,https://docs.apify.com/api/client/js/reference/class/TaskClient#get,https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/get-task
TaskClient,getInput,https://docs.apify.com/api/v2#/reference/actor-tasks/task-input-object/get-task-input,https://docs.apify.com/api/client/js/reference/class/TaskClient#getInput,https://docs.apify.com/api/v2#/reference/actor-tasks/task-input-object/get-task-input
TaskClient,lastRun,https://docs.apify.com/api/v2#/reference/actor-tasks/last-run-object-and-its-storages,https://docs.apify.com/api/client/js/reference/class/TaskClient#lastRun,https://docs.apify.com/api/v2#/reference/actor-tasks/last-run-object-and-its-storages
TaskClient,runs,https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection,https://docs.apify.com/api/client/js/reference/class/TaskClient#runs,https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection
TaskClient,start,https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection/run-task,https://docs.apify.com/api/client/js/reference/class/TaskClient#start,"Starts a task and immediately returns the Run object.
https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection/run-task"
TaskClient,update,https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/update-task,https://docs.apify.com/api/client/js/reference/class/TaskClient#update,https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/update-task
TaskClient,updateInput,https://docs.apify.com/api/v2#/reference/actor-tasks/task-input-object/update-task-input,https://docs.apify.com/api/client/js/reference/class/TaskClient#updateInput,https://docs.apify.com/api/v2#/reference/actor-tasks/task-input-object/update-task-input
TaskClient,webhooks,https://docs.apify.com/api/v2#/reference/actor-tasks/webhook-collection,https://docs.apify.com/api/client/js/reference/class/TaskClient#webhooks,https://docs.apify.com/api/v2#/reference/actor-tasks/webhook-collection
TaskCollectionClient,create,https://docs.apify.com/api/v2#/reference/actor-tasks/task-collection/create-task,https://docs.apify.com/api/client/js/reference/class/TaskCollectionClient#create,https://docs.apify.com/api/v2#/reference/actor-tasks/task-collection/create-task
TaskCollectionClient,list,https://docs.apify.com/api/v2#/reference/actor-tasks/task-collection/get-list-of-tasks,https://docs.apify.com/api/client/js/reference/class/TaskCollectionClient#list,https://docs.apify.com/api/v2#/reference/actor-tasks/task-collection/get-list-of-tasks
UserClient,get,https://docs.apify.com/api/v2#/reference/users,https://docs.apify.com/api/client/js/reference/class/UserClient#get,"Depending on whether ApifyClient was created with a token,
the method will either return public or private user data.
https://docs.apify.com/api/v2#/reference/users"
WebhookClient,delete,https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/delete-webhook,https://docs.apify.com/api/client/js/reference/class/WebhookClient#delete,https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/delete-webhook
WebhookClient,dispatches,https://docs.apify.com/api/v2#/reference/webhooks/dispatches-collection,https://docs.apify.com/api/client/js/reference/class/WebhookClient#dispatches,https://docs.apify.com/api/v2#/reference/webhooks/dispatches-collection
WebhookClient,get,https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/get-webhook,https://docs.apify.com/api/client/js/reference/class/WebhookClient#get,https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/get-webhook
WebhookClient,test,https://docs.apify.com/api/v2#/reference/webhooks/webhook-test/test-webhook,https://docs.apify.com/api/client/js/reference/class/WebhookClient#test,https://docs.apify.com/api/v2#/reference/webhooks/webhook-test/test-webhook
WebhookClient,update,https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/update-webhook,https://docs.apify.com/api/client/js/reference/class/WebhookClient#update,https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/update-webhook
WebhookCollectionClient,create,https://docs.apify.com/api/v2#/reference/webhooks/webhook-collection/create-webhook,https://docs.apify.com/api/client/js/reference/class/WebhookCollectionClient#create,https://docs.apify.com/api/v2#/reference/webhooks/webhook-collection/create-webhook
WebhookCollectionClient,list,https://docs.apify.com/api/v2#/reference/webhooks/webhook-collection/get-list-of-webhooks,https://docs.apify.com/api/client/js/reference/class/WebhookCollectionClient#list,https://docs.apify.com/api/v2#/reference/webhooks/webhook-collection/get-list-of-webhooks
WebhookDispatchClient,get,https://docs.apify.com/api/v2#/reference/webhook-dispatches/webhook-dispatch-object/get-webhook-dispatch,https://docs.apify.com/api/client/js/reference/class/WebhookDispatchClient#get,https://docs.apify.com/api/v2#/reference/webhook-dispatches/webhook-dispatch-object/get-webhook-dispatch
WebhookDispatchCollectionClient,list,https://docs.apify.com/api/v2#/reference/webhook-dispatches/webhook-dispatches-collection/get-list-of-webhook-dispatches,https://docs.apify.com/api/client/js/reference/class/WebhookDispatchCollectionClient#list,https://docs.apify.com/api/v2#/reference/webhook-dispatches/webhook-dispatches-collection/get-list-of-webhook-dispatches